spouts,max_spout,topology_level,netty_min_wait,message_size,bolts,latency
1.00,10.00,4.00,1000.00,10000.00,1.00,4.86
1.00,10.00,4.00,1000.00,10000.00,2.00,4.76
1.00,10.00,4.00,1000.00,10000.00,3.00,5.63
1.00,10.00,4.00,1000.00,10000.00,6.00,5.01
1.00,10.00,4.00,1000.00,100000.00,1.00,28.87
1.00,10.00,4.00,1000.00,100000.00,2.00,35.15
1.00,10.00,4.00,1000.00,100000.00,3.00,30.52
1.00,10.00,4.00,1000.00,100000.00,6.00,34.51
1.00,10.00,4.00,1000.00,1000000.00,1.00,288.51
1.00,10.00,4.00,1000.00,1000000.00,2.00,322.47
1.00,10.00,4.00,1000.00,1000000.00,3.00,335.30
1.00,10.00,4.00,1000.00,1000000.00,6.00,303.00
1.00,10.00,5.00,10.00,10.00,1.00,4.28
1.00,10.00,5.00,10.00,10.00,2.00,4.24
1.00,10.00,5.00,10.00,10.00,3.00,4.25
1.00,10.00,5.00,10.00,10.00,6.00,4.47
1.00,10.00,5.00,10.00,100.00,1.00,4.72
1.00,10.00,5.00,10.00,100.00,2.00,4.26
1.00,10.00,5.00,10.00,100.00,3.00,4.25
1.00,10.00,5.00,10.00,100.00,6.00,4.42
1.00,10.00,5.00,10.00,1000.00,1.00,4.95
1.00,10.00,5.00,10.00,1000.00,2.00,4.53
1.00,10.00,5.00,10.00,1000.00,3.00,4.38
1.00,10.00,5.00,10.00,1000.00,6.00,4.55
1.00,10.00,5.00,10.00,10000.00,1.00,8.28
1.00,10.00,5.00,10.00,10000.00,2.00,7.76
1.00,10.00,5.00,10.00,10000.00,3.00,6.30
1.00,10.00,5.00,10.00,10000.00,6.00,6.43
1.00,10.00,5.00,10.00,100000.00,1.00,56.35
1.00,10.00,5.00,10.00,100000.00,2.00,49.50
1.00,10.00,5.00,10.00,100000.00,3.00,37.74
1.00,10.00,5.00,10.00,100000.00,6.00,38.22
1.00,10.00,5.00,10.00,1000000.00,1.00,571.19
1.00,10.00,5.00,10.00,1000000.00,2.00,496.84
1.00,10.00,5.00,10.00,1000000.00,3.00,391.05
1.00,10.00,5.00,10.00,1000000.00,6.00,399.01
1.00,10.00,5.00,100.00,10.00,1.00,4.32
1.00,10.00,5.00,100.00,10.00,2.00,4.37
1.00,10.00,5.00,100.00,10.00,3.00,4.21
1.00,10.00,5.00,100.00,10.00,6.00,4.33
1.00,10.00,5.00,100.00,100.00,1.00,4.53
1.00,10.00,5.00,100.00,100.00,2.00,4.39
1.00,10.00,5.00,100.00,100.00,3.00,4.30
1.00,10.00,5.00,100.00,100.00,6.00,4.32
1.00,10.00,5.00,100.00,1000.00,1.00,4.75
1.00,10.00,5.00,100.00,1000.00,2.00,4.70
1.00,10.00,5.00,100.00,1000.00,3.00,4.45
1.00,10.00,5.00,100.00,1000.00,6.00,4.51
1.00,10.00,5.00,100.00,10000.00,1.00,8.21
1.00,10.00,5.00,100.00,10000.00,2.00,6.81
1.00,10.00,5.00,100.00,10000.00,3.00,6.36
1.00,10.00,5.00,100.00,10000.00,6.00,6.47
1.00,10.00,5.00,100.00,100000.00,1.00,56.63
1.00,10.00,5.00,100.00,100000.00,2.00,49.39
1.00,10.00,5.00,100.00,100000.00,3.00,37.99
1.00,10.00,5.00,100.00,100000.00,6.00,37.77
1.00,10.00,5.00,100.00,1000000.00,1.00,569.83
1.00,10.00,5.00,100.00,1000000.00,2.00,485.35
1.00,10.00,5.00,100.00,1000000.00,3.00,407.99
1.00,10.00,5.00,100.00,1000000.00,6.00,362.61
1.00,10.00,5.00,1000.00,10.00,1.00,4.31
1.00,10.00,5.00,1000.00,10.00,2.00,5.06
1.00,10.00,5.00,1000.00,10.00,3.00,4.34
1.00,10.00,5.00,1000.00,10.00,6.00,4.44
1.00,10.00,5.00,1000.00,100.00,1.00,4.40
1.00,10.00,5.00,1000.00,100.00,2.00,4.22
1.00,10.00,5.00,1000.00,100.00,3.00,4.95
1.00,10.00,5.00,1000.00,100.00,6.00,4.43
1.00,10.00,5.00,1000.00,1000.00,1.00,5.70
1.00,10.00,5.00,1000.00,1000.00,2.00,4.50
1.00,10.00,5.00,1000.00,1000.00,3.00,4.43
1.00,10.00,5.00,1000.00,1000.00,6.00,4.59
1.00,10.00,5.00,1000.00,10000.00,1.00,8.15
1.00,10.00,5.00,1000.00,10000.00,2.00,6.97
1.00,10.00,5.00,1000.00,10000.00,3.00,6.20
1.00,10.00,5.00,1000.00,10000.00,6.00,6.38
1.00,10.00,5.00,1000.00,100000.00,1.00,56.81
1.00,10.00,5.00,1000.00,100000.00,2.00,49.29
1.00,10.00,5.00,1000.00,100000.00,3.00,38.04
1.00,10.00,5.00,1000.00,100000.00,6.00,38.06
1.00,10.00,5.00,1000.00,1000000.00,1.00,554.28
1.00,10.00,5.00,1000.00,1000000.00,2.00,505.73
1.00,10.00,5.00,1000.00,1000000.00,3.00,409.81
1.00,10.00,5.00,1000.00,1000000.00,6.00,362.06
1.00,100.00,2.00,10.00,10.00,1.00,12.95
1.00,100.00,2.00,10.00,10.00,2.00,5.50
1.00,100.00,2.00,10.00,10.00,3.00,4.45
1.00,100.00,2.00,10.00,10.00,6.00,4.56
1.00,100.00,2.00,10.00,100.00,1.00,13.16
1.00,100.00,2.00,10.00,100.00,2.00,5.79
1.00,100.00,2.00,10.00,100.00,3.00,4.32
1.00,100.00,2.00,10.00,100.00,6.00,4.87
1.00,100.00,2.00,10.00,1000.00,1.00,16.83
1.00,100.00,2.00,10.00,1000.00,2.00,8.40
1.00,100.00,2.00,10.00,1000.00,3.00,4.87
1.00,100.00,2.00,10.00,1000.00,6.00,6.14
1.00,100.00,2.00,10.00,10000.00,1.00,34.35
1.00,100.00,2.00,10.00,10000.00,2.00,28.67
1.00,100.00,2.00,10.00,10000.00,3.00,19.79
1.00,100.00,2.00,10.00,10000.00,6.00,18.16
1.00,100.00,2.00,10.00,100000.00,1.00,293.14
1.00,100.00,2.00,10.00,100000.00,2.00,280.66
1.00,100.00,2.00,10.00,100000.00,3.00,180.57
1.00,100.00,2.00,10.00,100000.00,6.00,177.32
1.00,100.00,2.00,10.00,1000000.00,1.00,2782.70
1.00,100.00,2.00,10.00,1000000.00,2.00,2771.10
1.00,100.00,2.00,10.00,1000000.00,3.00,1886.20
1.00,100.00,2.00,10.00,1000000.00,6.00,1916.70
1.00,100.00,2.00,100.00,10.00,1.00,12.73
1.00,100.00,2.00,100.00,10.00,2.00,5.51
1.00,100.00,2.00,100.00,10.00,3.00,4.09
1.00,100.00,2.00,100.00,10.00,6.00,4.85
1.00,100.00,2.00,100.00,100.00,1.00,12.76
1.00,100.00,2.00,100.00,100.00,2.00,5.86
1.00,100.00,2.00,100.00,100.00,3.00,5.68
1.00,100.00,2.00,100.00,100.00,6.00,6.29
1.00,100.00,2.00,100.00,1000.00,1.00,19.15
1.00,100.00,2.00,100.00,1000.00,2.00,8.37
1.00,100.00,2.00,100.00,1000.00,3.00,5.83
1.00,100.00,2.00,100.00,1000.00,6.00,6.20
1.00,100.00,2.00,100.00,10000.00,1.00,33.97
1.00,100.00,2.00,100.00,10000.00,2.00,26.92
1.00,100.00,2.00,100.00,10000.00,3.00,18.82
1.00,100.00,2.00,100.00,10000.00,6.00,17.15
1.00,100.00,2.00,100.00,100000.00,1.00,281.60
1.00,100.00,2.00,100.00,100000.00,2.00,273.91
1.00,100.00,2.00,100.00,100000.00,3.00,179.81
1.00,100.00,2.00,100.00,100000.00,6.00,177.91
1.00,100.00,2.00,100.00,1000000.00,1.00,2791.50
1.00,100.00,2.00,100.00,1000000.00,2.00,2800.00
1.00,100.00,2.00,100.00,1000000.00,3.00,1845.70
1.00,100.00,2.00,100.00,1000000.00,6.00,1829.60
1.00,100.00,2.00,1000.00,10.00,1.00,13.04
1.00,100.00,2.00,1000.00,10.00,2.00,6.14
1.00,100.00,2.00,1000.00,10.00,3.00,4.32
1.00,100.00,2.00,1000.00,10.00,6.00,5.29
1.00,100.00,2.00,1000.00,100.00,1.00,15.08
1.00,100.00,2.00,1000.00,100.00,2.00,6.42
1.00,100.00,2.00,1000.00,100.00,3.00,5.76
1.00,100.00,2.00,1000.00,100.00,6.00,4.87
1.00,100.00,2.00,1000.00,1000.00,1.00,15.98
1.00,100.00,2.00,1000.00,1000.00,2.00,7.98
1.00,100.00,2.00,1000.00,1000.00,3.00,6.25
1.00,100.00,2.00,1000.00,1000.00,6.00,5.88
1.00,100.00,2.00,1000.00,10000.00,1.00,33.80
1.00,100.00,2.00,1000.00,10000.00,2.00,26.14
1.00,100.00,2.00,1000.00,10000.00,3.00,18.34
1.00,100.00,2.00,1000.00,10000.00,6.00,18.99
1.00,100.00,2.00,1000.00,100000.00,1.00,283.66
1.00,100.00,2.00,1000.00,100000.00,2.00,275.94
1.00,100.00,2.00,1000.00,100000.00,3.00,185.37
1.00,100.00,2.00,1000.00,100000.00,6.00,172.84
1.00,100.00,2.00,1000.00,1000000.00,1.00,2784.60
1.00,100.00,2.00,1000.00,1000000.00,2.00,2743.50
1.00,100.00,2.00,1000.00,1000000.00,3.00,1860.00
1.00,100.00,2.00,1000.00,1000000.00,6.00,1905.00
1.00,100.00,3.00,10.00,10.00,1.00,18.13
1.00,100.00,3.00,10.00,10.00,2.00,7.27
1.00,100.00,3.00,10.00,10.00,3.00,7.23
1.00,100.00,3.00,10.00,10.00,6.00,5.83
1.00,100.00,3.00,10.00,100.00,1.00,20.08
1.00,100.00,3.00,10.00,100.00,2.00,7.75
1.00,100.00,3.00,10.00,100.00,3.00,6.89
1.00,100.00,3.00,10.00,100.00,6.00,9.48
1.00,100.00,3.00,10.00,1000.00,1.00,24.09
1.00,100.00,3.00,10.00,1000.00,2.00,9.04
1.00,100.00,3.00,10.00,1000.00,3.00,8.61
1.00,100.00,3.00,10.00,1000.00,6.00,9.50
1.00,100.00,3.00,10.00,10000.00,1.00,40.61
1.00,100.00,3.00,10.00,10000.00,2.00,25.94
1.00,100.00,3.00,10.00,10000.00,3.00,23.24
1.00,100.00,3.00,10.00,10000.00,6.00,22.71
1.00,100.00,3.00,10.00,100000.00,1.00,292.62
1.00,100.00,3.00,10.00,100000.00,2.00,268.91
1.00,100.00,3.00,10.00,100000.00,3.00,222.86
1.00,100.00,3.00,10.00,100000.00,6.00,242.28
1.00,100.00,3.00,10.00,1000000.00,1.00,2855.00
1.00,100.00,3.00,10.00,1000000.00,2.00,2753.10
1.00,100.00,3.00,10.00,1000000.00,3.00,2548.20
1.00,100.00,3.00,10.00,1000000.00,6.00,2484.10
1.00,100.00,3.00,100.00,10.00,1.00,18.17
1.00,100.00,3.00,100.00,10.00,2.00,7.32
1.00,100.00,3.00,100.00,10.00,3.00,6.22
1.00,100.00,3.00,100.00,10.00,6.00,6.41
1.00,100.00,3.00,100.00,100.00,1.00,17.86
1.00,100.00,3.00,100.00,100.00,2.00,7.58
1.00,100.00,3.00,100.00,100.00,3.00,7.23
1.00,100.00,3.00,100.00,100.00,6.00,7.97
1.00,100.00,3.00,100.00,1000.00,1.00,24.12
1.00,100.00,3.00,100.00,1000.00,2.00,11.02
1.00,100.00,3.00,100.00,1000.00,3.00,7.77
1.00,100.00,3.00,100.00,1000.00,6.00,8.04
1.00,100.00,3.00,100.00,10000.00,1.00,42.09
1.00,100.00,3.00,100.00,10000.00,2.00,26.37
1.00,100.00,3.00,100.00,10000.00,3.00,23.50
1.00,100.00,3.00,100.00,10000.00,6.00,24.20
1.00,100.00,3.00,100.00,100000.00,1.00,294.59
1.00,100.00,3.00,100.00,100000.00,2.00,282.11
1.00,100.00,3.00,100.00,100000.00,3.00,224.29
1.00,100.00,3.00,100.00,100000.00,6.00,221.80
1.00,100.00,3.00,100.00,1000000.00,1.00,2837.00
1.00,100.00,3.00,100.00,1000000.00,2.00,2862.20
1.00,100.00,3.00,100.00,1000000.00,3.00,2419.00
1.00,100.00,3.00,100.00,1000000.00,6.00,2553.30
1.00,100.00,3.00,1000.00,10.00,1.00,17.84
1.00,100.00,3.00,1000.00,10.00,2.00,7.40
1.00,100.00,3.00,1000.00,10.00,3.00,6.71
1.00,100.00,3.00,1000.00,10.00,6.00,8.05
1.00,100.00,3.00,1000.00,100.00,1.00,19.42
1.00,100.00,3.00,1000.00,100.00,2.00,7.10
1.00,100.00,3.00,1000.00,100.00,3.00,7.51
1.00,100.00,3.00,1000.00,100.00,6.00,8.66
1.00,100.00,3.00,1000.00,1000.00,1.00,22.00
1.00,100.00,3.00,1000.00,1000.00,2.00,8.59
1.00,100.00,3.00,1000.00,1000.00,3.00,9.50
1.00,100.00,3.00,1000.00,1000.00,6.00,8.78
1.00,100.00,3.00,1000.00,10000.00,1.00,41.82
1.00,100.00,3.00,1000.00,10000.00,2.00,29.14
1.00,100.00,3.00,1000.00,10000.00,3.00,23.20
1.00,100.00,3.00,1000.00,10000.00,6.00,22.30
1.00,100.00,3.00,1000.00,100000.00,1.00,292.91
1.00,100.00,3.00,1000.00,100000.00,2.00,270.24
1.00,100.00,3.00,1000.00,100000.00,3.00,226.90
1.00,100.00,3.00,1000.00,100000.00,6.00,240.56
1.00,100.00,3.00,1000.00,1000000.00,1.00,2824.20
1.00,100.00,3.00,1000.00,1000000.00,2.00,2777.30
1.00,100.00,3.00,1000.00,1000000.00,3.00,2410.80
1.00,100.00,3.00,1000.00,1000000.00,6.00,2523.90
1.00,100.00,4.00,10.00,10.00,1.00,13.90
1.00,100.00,4.00,10.00,10.00,2.00,7.64
1.00,100.00,4.00,10.00,10.00,3.00,9.15
1.00,100.00,4.00,10.00,10.00,6.00,11.74
1.00,100.00,4.00,10.00,100.00,1.00,14.28
1.00,100.00,4.00,10.00,100.00,2.00,8.46
1.00,100.00,4.00,10.00,100.00,3.00,8.79
1.00,100.00,4.00,10.00,100.00,6.00,12.04
1.00,100.00,4.00,10.00,1000.00,1.00,19.17
1.00,100.00,4.00,10.00,1000.00,2.00,10.17
1.00,100.00,4.00,10.00,1000.00,3.00,12.61
1.00,100.00,4.00,10.00,1000.00,6.00,11.23
1.00,100.00,4.00,10.00,10000.00,1.00,34.65
1.00,100.00,4.00,10.00,10000.00,2.00,31.68
1.00,100.00,4.00,10.00,10000.00,3.00,26.40
1.00,100.00,4.00,10.00,10000.00,6.00,27.83
1.00,100.00,4.00,10.00,100000.00,1.00,293.96
1.00,100.00,4.00,10.00,100000.00,2.00,350.66
1.00,100.00,4.00,10.00,100000.00,3.00,282.33
1.00,100.00,4.00,10.00,100000.00,6.00,285.60
1.00,100.00,4.00,10.00,1000000.00,1.00,2852.20
1.00,100.00,4.00,10.00,1000000.00,2.00,3474.20
1.00,100.00,4.00,10.00,1000000.00,3.00,3125.70
1.00,100.00,4.00,10.00,1000000.00,6.00,3051.40
1.00,100.00,4.00,100.00,10.00,1.00,14.89
1.00,100.00,4.00,100.00,10.00,2.00,7.37
1.00,100.00,4.00,100.00,10.00,3.00,8.51
1.00,100.00,4.00,100.00,10.00,6.00,8.99
1.00,100.00,4.00,100.00,100.00,1.00,12.79
1.00,100.00,4.00,100.00,100.00,2.00,8.14
1.00,100.00,4.00,100.00,100.00,3.00,8.91
1.00,100.00,4.00,100.00,100.00,6.00,12.34
1.00,100.00,4.00,100.00,1000.00,1.00,17.04
1.00,100.00,4.00,100.00,1000.00,2.00,10.43
1.00,100.00,4.00,100.00,1000.00,3.00,10.82
1.00,100.00,4.00,100.00,1000.00,6.00,13.89
1.00,100.00,4.00,100.00,10000.00,1.00,32.40
1.00,100.00,4.00,100.00,10000.00,2.00,31.97
1.00,100.00,4.00,100.00,10000.00,3.00,28.07
1.00,100.00,4.00,100.00,10000.00,6.00,28.05
1.00,100.00,4.00,100.00,100000.00,1.00,293.18
1.00,100.00,4.00,100.00,100000.00,2.00,338.93
1.00,100.00,4.00,100.00,100000.00,3.00,290.95
1.00,100.00,4.00,100.00,100000.00,6.00,317.09
1.00,100.00,4.00,100.00,1000000.00,1.00,2872.20
1.00,100.00,4.00,100.00,1000000.00,2.00,3555.30
1.00,100.00,4.00,100.00,1000000.00,3.00,2970.50
1.00,100.00,4.00,100.00,1000000.00,6.00,3071.90
1.00,100.00,4.00,1000.00,10.00,1.00,15.63
1.00,100.00,4.00,1000.00,10.00,2.00,9.50
1.00,100.00,4.00,1000.00,10.00,3.00,10.11
1.00,100.00,4.00,1000.00,10.00,6.00,9.46
1.00,100.00,4.00,1000.00,100.00,1.00,17.84
1.00,100.00,4.00,1000.00,100.00,2.00,10.11
1.00,100.00,4.00,1000.00,100.00,3.00,9.33
1.00,100.00,4.00,1000.00,100.00,6.00,12.60
1.00,100.00,4.00,1000.00,1000.00,1.00,16.41
1.00,100.00,4.00,1000.00,1000.00,2.00,12.26
1.00,100.00,4.00,1000.00,1000.00,3.00,13.12
1.00,100.00,4.00,1000.00,1000.00,6.00,13.70
1.00,100.00,4.00,1000.00,10000.00,1.00,36.28
1.00,100.00,4.00,1000.00,10000.00,2.00,34.81
1.00,100.00,4.00,1000.00,10000.00,3.00,28.80
1.00,100.00,4.00,1000.00,10000.00,6.00,27.02
1.00,100.00,4.00,1000.00,100000.00,1.00,309.52
1.00,100.00,4.00,1000.00,100000.00,2.00,333.90
1.00,100.00,4.00,1000.00,100000.00,3.00,309.38
1.00,100.00,4.00,1000.00,100000.00,6.00,278.30
1.00,100.00,4.00,1000.00,1000000.00,1.00,2847.30
1.00,100.00,4.00,1000.00,1000000.00,2.00,3546.70
1.00,100.00,4.00,1000.00,1000000.00,3.00,3072.50
1.00,100.00,4.00,1000.00,1000000.00,6.00,3119.90
1.00,100.00,5.00,10.00,10.00,1.00,31.46
1.00,100.00,5.00,10.00,10.00,2.00,10.73
1.00,100.00,5.00,10.00,10.00,3.00,11.13
1.00,100.00,5.00,10.00,10.00,6.00,15.03
1.00,100.00,5.00,10.00,100.00,1.00,26.04
1.00,100.00,5.00,10.00,100.00,2.00,11.04
1.00,100.00,5.00,10.00,100.00,3.00,14.79
1.00,100.00,5.00,10.00,100.00,6.00,12.89
1.00,100.00,5.00,10.00,1000.00,1.00,34.11
1.00,100.00,5.00,10.00,1000.00,2.00,14.63
1.00,100.00,5.00,10.00,1000.00,3.00,15.72
1.00,100.00,5.00,10.00,1000.00,6.00,15.85
1.00,100.00,5.00,10.00,10000.00,1.00,65.30
1.00,100.00,5.00,10.00,10000.00,2.00,45.82
1.00,100.00,5.00,10.00,10000.00,3.00,32.90
1.00,100.00,5.00,10.00,10000.00,6.00,33.87
1.00,100.00,5.00,10.00,100000.00,1.00,558.17
1.00,100.00,5.00,10.00,100000.00,2.00,488.80
1.00,100.00,5.00,10.00,100000.00,3.00,366.11
1.00,100.00,5.00,10.00,100000.00,6.00,406.65
1.00,100.00,5.00,10.00,1000000.00,1.00,5691.70
1.00,100.00,5.00,10.00,1000000.00,2.00,5063.80
1.00,100.00,5.00,10.00,1000000.00,3.00,3704.40
1.00,100.00,5.00,10.00,1000000.00,6.00,3742.60
1.00,100.00,5.00,100.00,10.00,1.00,29.06
1.00,100.00,5.00,100.00,10.00,2.00,10.28
1.00,100.00,5.00,100.00,10.00,3.00,10.91
1.00,100.00,5.00,100.00,10.00,6.00,11.63
1.00,100.00,5.00,100.00,100.00,1.00,34.93
1.00,100.00,5.00,100.00,100.00,2.00,11.37
1.00,100.00,5.00,100.00,100.00,3.00,14.15
1.00,100.00,5.00,100.00,100.00,6.00,14.44
1.00,100.00,5.00,100.00,1000.00,1.00,35.72
1.00,100.00,5.00,100.00,1000.00,2.00,14.11
1.00,100.00,5.00,100.00,1000.00,3.00,13.43
1.00,100.00,5.00,100.00,1000.00,6.00,18.35
1.00,100.00,5.00,100.00,10000.00,1.00,75.94
1.00,100.00,5.00,100.00,10000.00,2.00,45.69
1.00,100.00,5.00,100.00,10000.00,3.00,35.04
1.00,100.00,5.00,100.00,10000.00,6.00,32.54
1.00,100.00,5.00,100.00,100000.00,1.00,568.48
1.00,100.00,5.00,100.00,100000.00,2.00,497.88
1.00,100.00,5.00,100.00,100000.00,3.00,391.70
1.00,100.00,5.00,100.00,100000.00,6.00,401.66
1.00,100.00,5.00,100.00,1000000.00,1.00,5849.90
1.00,100.00,5.00,100.00,1000000.00,2.00,4855.10
1.00,100.00,5.00,100.00,1000000.00,3.00,3926.80
1.00,100.00,5.00,100.00,1000000.00,6.00,3705.90
1.00,100.00,5.00,1000.00,10.00,1.00,35.17
1.00,100.00,5.00,1000.00,10.00,2.00,10.91
1.00,100.00,5.00,1000.00,10.00,3.00,12.97
1.00,100.00,5.00,1000.00,10.00,6.00,14.74
1.00,100.00,5.00,1000.00,100.00,1.00,27.20
1.00,100.00,5.00,1000.00,100.00,2.00,13.85
1.00,100.00,5.00,1000.00,100.00,3.00,12.08
1.00,100.00,5.00,1000.00,100.00,6.00,13.40
1.00,100.00,5.00,1000.00,1000.00,1.00,29.86
1.00,100.00,5.00,1000.00,1000.00,2.00,13.91
1.00,100.00,5.00,1000.00,1000.00,3.00,16.04
1.00,100.00,5.00,1000.00,1000.00,6.00,15.35
1.00,100.00,5.00,1000.00,10000.00,1.00,64.75
1.00,100.00,5.00,1000.00,10000.00,2.00,45.67
1.00,100.00,5.00,1000.00,10000.00,3.00,33.55
1.00,100.00,5.00,1000.00,10000.00,6.00,32.56
1.00,100.00,5.00,1000.00,100000.00,1.00,565.88
1.00,100.00,5.00,1000.00,100000.00,2.00,489.41
1.00,100.00,5.00,1000.00,100000.00,3.00,368.43
1.00,100.00,5.00,1000.00,100000.00,6.00,399.99
1.00,100.00,5.00,1000.00,1000000.00,1.00,5628.00
1.00,100.00,5.00,1000.00,1000000.00,2.00,5131.70
1.00,100.00,5.00,1000.00,1000000.00,3.00,3637.90
1.00,100.00,5.00,1000.00,1000000.00,6.00,3677.00
1.00,1000.00,2.00,10.00,10.00,1.00,62.45
1.00,1000.00,2.00,10.00,10.00,2.00,12.50
1.00,1000.00,2.00,10.00,10.00,3.00,10.15
1.00,1000.00,2.00,10.00,10.00,6.00,18.31
1.00,1000.00,2.00,10.00,100.00,1.00,95.06
1.00,1000.00,2.00,10.00,100.00,2.00,16.77
1.00,1000.00,2.00,10.00,100.00,3.00,21.76
1.00,1000.00,2.00,10.00,100.00,6.00,11.07
1.00,1000.00,2.00,10.00,1000.00,1.00,183.06
1.00,1000.00,2.00,10.00,1000.00,2.00,28.21
1.00,1000.00,2.00,10.00,1000.00,3.00,12.47
1.00,1000.00,2.00,10.00,1000.00,6.00,11.10
1.00,1000.00,2.00,10.00,10000.00,1.00,387.37
1.00,1000.00,2.00,10.00,10000.00,2.00,259.72
1.00,1000.00,2.00,10.00,10000.00,3.00,168.66
1.00,1000.00,2.00,10.00,10000.00,6.00,168.87
1.00,1000.00,2.00,10.00,100000.00,1.00,2873.00
1.00,1000.00,2.00,10.00,100000.00,2.00,2714.50
1.00,1000.00,2.00,10.00,100000.00,3.00,1733.70
1.00,1000.00,2.00,10.00,100000.00,6.00,1671.30
1.00,1000.00,2.00,10.00,1000000.00,1.00,25608.00
1.00,1000.00,2.00,10.00,1000000.00,2.00,25630.00
1.00,1000.00,2.00,10.00,1000000.00,3.00,17563.00
1.00,1000.00,2.00,10.00,1000000.00,6.00,17016.00
1.00,1000.00,2.00,100.00,10.00,1.00,98.58
1.00,1000.00,2.00,100.00,10.00,2.00,11.36
1.00,1000.00,2.00,100.00,10.00,3.00,21.50
1.00,1000.00,2.00,100.00,10.00,6.00,19.89
1.00,1000.00,2.00,100.00,100.00,1.00,98.38
1.00,1000.00,2.00,100.00,100.00,2.00,13.09
1.00,1000.00,2.00,100.00,100.00,3.00,10.55
1.00,1000.00,2.00,100.00,100.00,6.00,20.80
1.00,1000.00,2.00,100.00,1000.00,1.00,186.49
1.00,1000.00,2.00,100.00,1000.00,2.00,24.91
1.00,1000.00,2.00,100.00,1000.00,3.00,11.46
1.00,1000.00,2.00,100.00,1000.00,6.00,22.71
1.00,1000.00,2.00,100.00,10000.00,1.00,352.61
1.00,1000.00,2.00,100.00,10000.00,2.00,257.60
1.00,1000.00,2.00,100.00,10000.00,3.00,171.60
1.00,1000.00,2.00,100.00,10000.00,6.00,170.08
1.00,1000.00,2.00,100.00,100000.00,1.00,2780.00
1.00,1000.00,2.00,100.00,100000.00,2.00,2682.90
1.00,1000.00,2.00,100.00,100000.00,3.00,1687.80
1.00,1000.00,2.00,100.00,100000.00,6.00,1815.30
1.00,1000.00,2.00,100.00,1000000.00,1.00,25575.00
1.00,1000.00,2.00,100.00,1000000.00,2.00,25551.00
1.00,1000.00,2.00,100.00,1000000.00,3.00,16974.00
1.00,1000.00,2.00,100.00,1000000.00,6.00,17183.00
1.00,1000.00,2.00,1000.00,10.00,1.00,54.45
1.00,1000.00,2.00,1000.00,10.00,2.00,13.71
1.00,1000.00,2.00,1000.00,10.00,3.00,21.52
1.00,1000.00,2.00,1000.00,10.00,6.00,21.49
1.00,1000.00,2.00,1000.00,100.00,1.00,92.66
1.00,1000.00,2.00,1000.00,100.00,2.00,13.88
1.00,1000.00,2.00,1000.00,100.00,3.00,12.09
1.00,1000.00,2.00,1000.00,100.00,6.00,21.66
1.00,1000.00,2.00,1000.00,1000.00,1.00,174.31
1.00,1000.00,2.00,1000.00,1000.00,2.00,24.98
1.00,1000.00,2.00,1000.00,1000.00,3.00,21.16
1.00,1000.00,2.00,1000.00,1000.00,6.00,21.96
1.00,1000.00,2.00,1000.00,10000.00,1.00,345.96
1.00,1000.00,2.00,1000.00,10000.00,2.00,252.88
1.00,1000.00,2.00,1000.00,10000.00,3.00,172.60
1.00,1000.00,2.00,1000.00,10000.00,6.00,183.97
1.00,1000.00,2.00,1000.00,100000.00,1.00,2885.70
1.00,1000.00,2.00,1000.00,100000.00,2.00,2825.80
1.00,1000.00,2.00,1000.00,100000.00,3.00,1833.90
1.00,1000.00,2.00,1000.00,100000.00,6.00,1826.10
1.00,1000.00,2.00,1000.00,1000000.00,1.00,25448.00
1.00,1000.00,2.00,1000.00,1000000.00,2.00,25521.00
1.00,1000.00,2.00,1000.00,1000000.00,3.00,17448.00
1.00,1000.00,2.00,1000.00,1000000.00,6.00,16641.00
1.00,1000.00,3.00,10.00,10.00,1.00,144.31
1.00,1000.00,3.00,10.00,10.00,2.00,18.02
1.00,1000.00,3.00,10.00,10.00,3.00,13.88
1.00,1000.00,3.00,10.00,10.00,6.00,14.20
1.00,1000.00,3.00,10.00,100.00,1.00,173.06
1.00,1000.00,3.00,10.00,100.00,2.00,29.97
1.00,1000.00,3.00,10.00,100.00,3.00,16.12
1.00,1000.00,3.00,10.00,100.00,6.00,13.72
1.00,1000.00,3.00,10.00,1000.00,1.00,204.91
1.00,1000.00,3.00,10.00,1000.00,2.00,24.51
1.00,1000.00,3.00,10.00,1000.00,3.00,17.21
1.00,1000.00,3.00,10.00,1000.00,6.00,34.89
1.00,1000.00,3.00,10.00,10000.00,1.00,438.39
1.00,1000.00,3.00,10.00,10000.00,2.00,295.25
1.00,1000.00,3.00,10.00,10000.00,3.00,231.53
1.00,1000.00,3.00,10.00,10000.00,6.00,225.01
1.00,1000.00,3.00,10.00,100000.00,1.00,2947.50
1.00,1000.00,3.00,10.00,100000.00,2.00,2553.40
1.00,1000.00,3.00,10.00,100000.00,3.00,2114.70
1.00,1000.00,3.00,10.00,100000.00,6.00,2187.70
1.00,1000.00,3.00,10.00,1000000.00,1.00,26218.00
1.00,1000.00,3.00,10.00,1000000.00,2.00,25376.00
1.00,1000.00,3.00,10.00,1000000.00,3.00,20959.00
1.00,1000.00,3.00,10.00,1000000.00,6.00,21731.00
1.00,1000.00,3.00,100.00,10.00,1.00,157.05
1.00,1000.00,3.00,100.00,10.00,2.00,14.82
1.00,1000.00,3.00,100.00,10.00,3.00,31.67
1.00,1000.00,3.00,100.00,10.00,6.00,30.84
