$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60,$<Performance
0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,583.427
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,497.333
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,496.780
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,492.130
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,491.697
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,715.250
1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,254.707
0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,706.833
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,615.093
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,609.200
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,714.667
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,615.060
0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,706.590
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,608.680
0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,690.717
0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,683.763
0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,690.217
1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,254.013
0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,683.257
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,783.877
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,783.777
0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,775.663
0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,775.540
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,561.743
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,555.613
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,651.490
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,644.357
1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,561.420
1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,261.207
1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,651.287
1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,555.260
1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,643.983
1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,260.550
1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,287.087
1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,291.610
1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,286.440
0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,259.903
1.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,290.917
1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,244.333
1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,244.280
1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,276.027
1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,275.470
1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,249.607
1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,279.810
1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,249.410
1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,279.267
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,277.813
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,268.787
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.233
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,268.397
0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,270.153
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,262.567
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,266.527
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.290
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,278.120
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,268.873
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,277.533
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,268.207
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,270.137
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,278.227
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,277.853
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,270.727
0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,275.373
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,278.077
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,270.013
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,277.563
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,262.653
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.170
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,262.530
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.277
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,268.763
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,268.883
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,268.397
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,266.113
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,268.263
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,256.333
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,263.437
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.793
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,246.487
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,251.870
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,246.400
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,251.573
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,256.820
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,256.340
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,246.543
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,246.273
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,263.207
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,251.823
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.643
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,251.587
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,256.667
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,256.273
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,263.253
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.610
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,256.720
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,263.073
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,256.320
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,262.510
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,246.410
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,246.200
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,246.580
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,246.237
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,251.787
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,251.860
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,251.530
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,251.637
0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,305.173
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,310.697
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,310.287
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,295.490
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,299.813
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,295.427
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,275.690
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,299.707
0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,305.443
0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,305.040
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,295.610
0.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,295.503
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,310.777
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,299.907
0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,310.317
0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,299.627
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,287.050
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,286.427
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,291.590
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,291.067
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,287.107
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,291.577
0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,286.400
0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,291.200
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,276.010
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,275.560
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,275.973
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,275.957
0.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,275.453
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,279.753
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,279.890
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,279.247
0.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,279.157
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,305.503
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,305.030
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,310.697
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,310.250
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,295.680
1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,268.110
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,299.750
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,295.360
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,299.690
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,287.210
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,286.280
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,275.897
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,275.523
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,291.673
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,279.740
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,291.173
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,275.310
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,279.260
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,305.433
1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,305.000
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,310.753
1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,310.283
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,287.037
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,291.603
1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,286.337
1.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,291.210
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,295.580
1.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,295.447
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,276.010
1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,275.407
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,299.840
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,279.903
1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,299.733
1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,279.193
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,259.963
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,269.917
0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,263.643
0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,279.333
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,269.950
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,279.533
1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,272.053
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,279.303
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,263.887
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,260.380
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,263.753
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,270.090
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,270.063
0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,310.607
0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,295.577
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,299.867
1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,305.350
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,295.620
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,310.673
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,259.840
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,299.890
0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,305.500
0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,310.687
1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,305.433
1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,310.673
0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,295.607
1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,295.683
0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,299.850
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,299.960
1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,266.670
