spout,split,count,buffer-size,heap,throughput
3,1,2,2.62E+05,512,11108
3,1,2,2.62E+05,1024,11360
3,1,2,2.62E+05,2048,11070
3,1,2,1.05E+06,512,11192
3,1,2,1.05E+06,1024,11301
3,1,2,1.05E+06,2048,11332
3,1,2,5.24E+06,512,11617
3,1,2,5.24E+06,1024,11326
3,1,2,5.24E+06,2048,11409
3,1,2,1.05E+07,512,10925
3,1,2,1.05E+07,1024,11201
3,1,2,1.05E+07,2048,11561
3,1,2,1.05E+08,512,11367
3,1,2,1.05E+08,1024,11515
3,1,2,1.05E+08,2048,11151
3,1,3,2.62E+05,512,12043
3,1,3,2.62E+05,1024,11891
3,1,3,2.62E+05,2048,12026
3,1,3,1.05E+06,512,11845
3,1,3,1.05E+06,1024,11821
3,1,3,1.05E+06,2048,11828
3,1,3,5.24E+06,512,11941
3,1,3,5.24E+06,1024,11968
3,1,3,5.24E+06,2048,12097
3,1,3,1.05E+07,512,11816
3,1,3,1.05E+07,1024,11795
3,1,3,1.05E+07,2048,11873
3,1,3,1.05E+08,512,11912
3,1,3,1.05E+08,1024,11841
3,1,3,1.05E+08,2048,11900
3,1,6,2.62E+05,512,11920
3,1,6,2.62E+05,1024,11676
3,1,6,2.62E+05,2048,12068
3,1,6,1.05E+06,512,12174
3,1,6,1.05E+06,1024,12056
3,1,6,1.05E+06,2048,12361
3,1,6,5.24E+06,512,12152
3,1,6,5.24E+06,1024,11652
3,1,6,5.24E+06,2048,11978
3,1,6,1.05E+07,512,11497
3,1,6,1.05E+07,1024,11847
3,1,6,1.05E+07,2048,12119
3,1,6,1.05E+08,512,11781
3,1,6,1.05E+08,1024,12052
3,1,6,1.05E+08,2048,12072
3,1,9,2.62E+05,512,12422
3,1,9,2.62E+05,1024,12160
3,1,9,2.62E+05,2048,12150
3,1,9,1.05E+06,512,12287
3,1,9,1.05E+06,1024,12351
3,1,9,1.05E+06,2048,12279
3,1,9,5.24E+06,512,12033
3,1,9,5.24E+06,1024,12467
3,1,9,5.24E+06,2048,12717
3,1,9,1.05E+07,512,12231
3,1,9,1.05E+07,1024,12296
3,1,9,1.05E+07,2048,12327
3,1,9,1.05E+08,512,11939
3,1,9,1.05E+08,1024,12282
3,1,9,1.05E+08,2048,12047
3,1,12,2.62E+05,512,12289
3,1,12,2.62E+05,1024,12515
3,1,12,2.62E+05,2048,12410
3,1,12,1.05E+06,512,12174
3,1,12,1.05E+06,1024,12460
3,1,12,1.05E+06,2048,12827
3,1,12,5.24E+06,512,12585
3,1,12,5.24E+06,1024,12539
3,1,12,5.24E+06,2048,12483
3,1,12,1.05E+07,512,12624
3,1,12,1.05E+07,1024,12464
3,1,12,1.05E+07,2048,11988
3,1,12,1.05E+08,512,12489
3,1,12,1.05E+08,1024,12418
3,1,12,1.05E+08,2048,11934
3,2,1,2.62E+05,512,8360.5
3,2,1,2.62E+05,1024,8426.9
3,2,1,2.62E+05,2048,8198.4
3,2,1,1.05E+06,512,7982.3
3,2,1,1.05E+06,1024,8198.2
3,2,1,1.05E+06,2048,8333.2
3,2,1,5.24E+06,512,8168.1
3,2,1,5.24E+06,1024,8231.7
3,2,1,5.24E+06,2048,8473
3,2,1,1.05E+07,512,8170.9
3,2,1,1.05E+07,1024,8195.2
3,2,1,1.05E+07,2048,8407
3,2,1,1.05E+08,512,8379.6
3,2,1,1.05E+08,1024,8153.9
3,2,1,1.05E+08,2048,7975.1
3,2,2,2.62E+05,512,11421
3,2,2,2.62E+05,1024,11521
3,2,2,2.62E+05,2048,11542
3,2,2,1.05E+06,512,11965
3,2,2,1.05E+06,1024,11309
3,2,2,1.05E+06,2048,11321
3,2,2,5.24E+06,512,11749
3,2,2,5.24E+06,1024,11615
3,2,2,5.24E+06,2048,11650
3,2,2,1.05E+07,512,11682
3,2,2,1.05E+07,1024,11490
3,2,2,1.05E+07,2048,11672
3,2,2,1.05E+08,512,11349
3,2,2,1.05E+08,1024,11453
3,2,2,1.05E+08,2048,11508
3,2,3,2.62E+05,512,12655
3,2,3,2.62E+05,1024,12512
3,2,3,2.62E+05,2048,12419
3,2,3,1.05E+06,512,12313
3,2,3,1.05E+06,1024,12235
3,2,3,1.05E+06,2048,12555
3,2,3,5.24E+06,512,12372
3,2,3,5.24E+06,1024,12451
3,2,3,5.24E+06,2048,12315
3,2,3,1.05E+07,512,12599
3,2,3,1.05E+07,1024,12742
3,2,3,1.05E+07,2048,12465
3,2,3,1.05E+08,512,12181
3,2,3,1.05E+08,1024,12580
3,2,3,1.05E+08,2048,12315
3,2,6,2.62E+05,512,14249
3,2,6,2.62E+05,1024,13913
3,2,6,2.62E+05,2048,14224
3,2,6,1.05E+06,512,14145
3,2,6,1.05E+06,1024,13980
3,2,6,1.05E+06,2048,13970
3,2,6,5.24E+06,512,14041
3,2,6,5.24E+06,1024,14395
3,2,6,5.24E+06,2048,14251
3,2,6,1.05E+07,512,13983
3,2,6,1.05E+07,1024,14290
3,2,6,1.05E+07,2048,13714
3,2,6,1.05E+08,512,13938
3,2,6,1.05E+08,1024,14083
3,2,6,1.05E+08,2048,13862
3,2,9,2.62E+05,512,15582
3,2,9,2.62E+05,1024,15383
3,2,9,2.62E+05,2048,15112
3,2,9,1.05E+06,512,14853
3,2,9,1.05E+06,1024,14871
3,2,9,1.05E+06,2048,15161
3,2,9,5.24E+06,512,15026
3,2,9,5.24E+06,1024,15317
3,2,9,5.24E+06,2048,15224
3,2,9,1.05E+07,512,15150
3,2,9,1.05E+07,1024,15773
3,2,9,1.05E+07,2048,15101
3,2,9,1.05E+08,512,13986
3,2,9,1.05E+08,1024,15722
3,2,9,1.05E+08,2048,15478
3,2,12,2.62E+05,512,16022
3,2,12,2.62E+05,1024,15617
3,2,12,2.62E+05,2048,15494
3,2,12,1.05E+06,512,15889
3,2,12,1.05E+06,1024,15245
3,2,12,1.05E+06,2048,16364
3,2,12,5.24E+06,512,15955
3,2,12,5.24E+06,1024,15855
3,2,12,5.24E+06,2048,15491
3,2,12,1.05E+07,512,16054
3,2,12,1.05E+07,1024,15980
3,2,12,1.05E+07,2048,15698
3,2,12,1.05E+08,512,15753
3,2,12,1.05E+08,1024,15825
3,2,12,1.05E+08,2048,15681
3,3,1,2.62E+05,512,8196
3,3,1,2.62E+05,1024,8111.1
3,3,1,2.62E+05,2048,8533
3,3,1,1.05E+06,512,8207.4
3,3,1,1.05E+06,1024,8491.4
3,3,1,1.05E+06,2048,8363.8
3,3,1,5.24E+06,512,8524.5
3,3,1,5.24E+06,1024,8134.6
3,3,1,5.24E+06,2048,8500
3,3,1,1.05E+07,512,8024.9
3,3,1,1.05E+07,1024,8393.1
3,3,1,1.05E+07,2048,8511.6
3,3,1,1.05E+08,512,8135.8
3,3,1,1.05E+08,1024,8083.4
3,3,1,1.05E+08,2048,8137.3
3,3,2,2.62E+05,512,11672
3,3,2,2.62E+05,1024,11345
3,3,2,2.62E+05,2048,11687
3,3,2,1.05E+06,512,11595
3,3,2,1.05E+06,1024,11461
3,3,2,1.05E+06,2048,11542
3,3,2,5.24E+06,512,11674
3,3,2,5.24E+06,1024,11357
3,3,2,5.24E+06,2048,11475
3,3,2,1.05E+07,512,12004
3,3,2,1.05E+07,1024,11650
3,3,2,1.05E+07,2048,11638
3,3,2,1.05E+08,512,11738
3,3,2,1.05E+08,1024,11528
3,3,2,1.05E+08,2048,11077
3,3,3,2.62E+05,512,13751
3,3,3,2.62E+05,1024,13419
3,3,3,2.62E+05,2048,13318
3,3,3,1.05E+06,512,13453
3,3,3,1.05E+06,1024,13658
3,3,3,1.05E+06,2048,13652
3,3,3,5.24E+06,512,13722
3,3,3,5.24E+06,1024,13463
3,3,3,5.24E+06,2048,13786
3,3,3,1.05E+07,512,13359
3,3,3,1.05E+07,1024,13672
3,3,3,1.05E+07,2048,13891
3,3,3,1.05E+08,512,13981
3,3,3,1.05E+08,1024,13713
3,3,3,1.05E+08,2048,13499
3,3,6,2.62E+05,512,15503
3,3,6,2.62E+05,1024,15488
3,3,6,2.62E+05,2048,15392
3,3,6,1.05E+06,512,15151
3,3,6,1.05E+06,1024,15572
3,3,6,1.05E+06,2048,15403
3,3,6,5.24E+06,512,14876
3,3,6,5.24E+06,1024,15373
3,3,6,5.24E+06,2048,15642
3,3,6,1.05E+07,512,15352
3,3,6,1.05E+07,1024,15353
3,3,6,1.05E+07,2048,15446
3,3,6,1.05E+08,512,15647
3,3,6,1.05E+08,1024,15287
3,3,6,1.05E+08,2048,15349
3,3,9,2.62E+05,512,16291
3,3,9,2.62E+05,1024,17633
3,3,9,2.62E+05,2048,17079
3,3,9,1.05E+06,512,17286
3,3,9,1.05E+06,1024,17049
3,3,9,1.05E+06,2048,16777
3,3,9,5.24E+06,512,16854
3,3,9,5.24E+06,1024,16386
3,3,9,5.24E+06,2048,17079
3,3,9,1.05E+07,512,16569
3,3,9,1.05E+07,1024,17089
3,3,9,1.05E+07,2048,16833
3,3,9,1.05E+08,512,16949
3,3,9,1.05E+08,1024,16916
3,3,9,1.05E+08,2048,16995
3,3,12,2.62E+05,512,17736
3,3,12,2.62E+05,1024,18349
3,3,12,2.62E+05,2048,17812
3,3,12,1.05E+06,512,17892
3,3,12,1.05E+06,1024,18529
3,3,12,1.05E+06,2048,18663
3,3,12,5.24E+06,512,18196
3,3,12,5.24E+06,1024,17809
3,3,12,5.24E+06,2048,17944
3,3,12,1.05E+07,512,17364
3,3,12,1.05E+07,1024,17738
3,3,12,1.05E+07,2048,17853
3,3,12,1.05E+08,512,18019
3,3,12,1.05E+08,1024,18040
3,3,12,1.05E+08,2048,18140
3,6,1,2.62E+05,512,8184.2
3,6,1,2.62E+05,1024,8361.9
3,6,1,2.62E+05,2048,8443.9
3,6,1,1.05E+06,512,8358.1
3,6,1,1.05E+06,1024,8316.5
3,6,1,1.05E+06,2048,8411.9
3,6,1,5.24E+06,512,8059.8
3,6,1,5.24E+06,1024,8413.5
3,6,1,5.24E+06,2048,8417
3,6,1,1.05E+07,512,8560.2
3,6,1,1.05E+07,1024,8344.1
3,6,1,1.05E+07,2048,8455.1
3,6,1,1.05E+08,512,8395.2
3,6,1,1.05E+08,1024,8444.7
3,6,1,1.05E+08,2048,8517.7
3,6,2,2.62E+05,512,11627
3,6,2,2.62E+05,1024,12018
3,6,2,2.62E+05,2048,11792
3,6,2,1.05E+06,512,11605
3,6,2,1.05E+06,1024,11594
3,6,2,1.05E+06,2048,11313
3,6,2,5.24E+06,512,11808
3,6,2,5.24E+06,1024,11969
3,6,2,5.24E+06,2048,11850
3,6,2,1.05E+07,512,11642
3,6,2,1.05E+07,1024,11680
3,6,2,1.05E+07,2048,12198
3,6,2,1.05E+08,512,11880
3,6,2,1.05E+08,1024,11411
3,6,2,1.05E+08,2048,12107
3,6,3,2.62E+05,512,13634
3,6,3,2.62E+05,1024,13496
3,6,3,2.62E+05,2048,13830
3,6,3,1.05E+06,512,13868
3,6,3,1.05E+06,1024,13687
3,6,3,1.05E+06,2048,13699
3,6,3,5.24E+06,512,14131
3,6,3,5.24E+06,1024,14091
3,6,3,5.24E+06,2048,14130
3,6,3,1.05E+07,512,13614
3,6,3,1.05E+07,1024,14127
3,6,3,1.05E+07,2048,14052
3,6,3,1.05E+08,512,14036
3,6,3,1.05E+08,1024,13865
3,6,3,1.05E+08,2048,14194
3,6,6,2.62E+05,512,15483
3,6,6,2.62E+05,1024,15574
3,6,6,2.62E+05,2048,14967
3,6,6,1.05E+06,512,15770
3,6,6,1.05E+06,1024,15528
3,6,6,1.05E+06,2048,15319
3,6,6,5.24E+06,512,15406
3,6,6,5.24E+06,1024,15870
3,6,6,5.24E+06,2048,15531
3,6,6,1.05E+07,512,15554
3,6,6,1.05E+07,1024,15822
3,6,6,1.05E+07,2048,15741
3,6,6,1.05E+08,512,15787
3,6,6,1.05E+08,1024,15370
3,6,6,1.05E+08,2048,15767
3,6,9,2.62E+05,512,17194
3,6,9,2.62E+05,1024,17206
3,6,9,2.62E+05,2048,17030
3,6,9,1.05E+06,512,17254
3,6,9,1.05E+06,1024,17526
3,6,9,1.05E+06,2048,17086
3,6,9,5.24E+06,512,17069
3,6,9,5.24E+06,1024,17294
3,6,9,5.24E+06,2048,17512
3,6,9,1.05E+07,512,17433
3,6,9,1.05E+07,1024,17592
3,6,9,1.05E+07,2048,16955
3,6,9,1.05E+08,512,16954
3,6,9,1.05E+08,1024,16990
3,6,9,1.05E+08,2048,17092
3,6,12,2.62E+05,512,18716
3,6,12,2.62E+05,1024,18259
3,6,12,2.62E+05,2048,18315
3,6,12,1.05E+06,512,18379
3,6,12,1.05E+06,1024,18708
3,6,12,1.05E+06,2048,18664
3,6,12,5.24E+06,512,18610
3,6,12,5.24E+06,1024,18717
3,6,12,5.24E+06,2048,18778
3,6,12,1.05E+07,512,18777
3,6,12,1.05E+07,1024,18343
3,6,12,1.05E+07,2048,18422
3,6,12,1.05E+08,512,18409
3,6,12,1.05E+08,1024,18972
3,6,12,1.05E+08,2048,18575
