spout_wait,spliters,counters,latency
10000,5,5,7246.1
10000,5,6,8054.2
10000,5,7,7662.3
10000,5,8,6945.1
10000,5,9,7459
10000,5,10,7576.8
10000,5,11,6689.1
10000,5,12,7583
10000,5,13,7793.7
10000,5,14,7745.9
10000,5,15,8110.9
10000,5,16,7394.4
10000,5,17,7540
10000,5,18,6687.1
10000,6,1,7419.6
10000,6,2,7717
10000,6,3,7717.7
10000,6,4,7724.7
10000,6,5,7462.8
10000,6,6,6962.4
10000,6,7,7190.7
10000,6,8,7131.7
10000,6,9,6717.6
10000,6,10,6681.7
10000,6,11,6667.9
10000,6,12,7386.1
10000,6,13,6658
10000,6,14,6956.1
10000,6,15,6714.2
10000,6,16,6168.9
10000,6,17,7246.9
10000,6,18,7649.1
60000,1,1,51412
60000,1,2,52823
60000,1,3,45392
60000,1,4,35614
60000,1,5,50406
60000,1,6,41549
60000,1,7,41003
60000,1,8,39938
60000,1,9,45679
60000,1,10,50313
60000,1,11,44398
60000,1,12,50734
60000,1,13,44884
60000,1,14,50049
60000,1,15,46303
60000,1,16,53482
60000,1,17,36592
60000,1,18,48762
60000,2,1,46488
60000,2,2,51651
60000,2,3,49162
60000,2,4,34681
60000,2,5,48978
60000,2,6,49172
60000,2,7,39383
60000,2,8,45018
60000,2,9,57645
60000,2,10,55522
60000,2,11,48245
60000,2,12,45772
60000,2,13,46373
60000,2,14,50017
60000,2,15,37033
60000,2,16,39764
60000,2,17,40490
60000,2,18,42380
60000,3,1,48333
60000,3,2,53596
60000,3,3,37853
60000,3,4,35598
60000,3,5,46496
60000,3,6,37577
60000,3,7,49818
60000,3,8,37933
60000,3,9,37314
60000,3,10,48004
60000,3,11,36986
60000,3,12,52729
60000,3,13,38699
60000,3,14,33521
60000,3,15,35113
60000,3,16,45113
60000,3,17,45269
60000,3,18,32438
60000,4,1,48167
60000,4,2,36140
60000,4,3,41452
60000,4,4,34395
60000,4,5,41784
60000,4,6,32734
60000,4,7,44002
60000,4,8,34269
60000,4,9,31300
60000,4,10,33725
60000,4,11,38099
60000,4,12,26514
60000,4,13,46562
60000,4,14,33629
60000,4,15,31088
60000,4,16,36534
60000,4,17,36860
60000,4,18,35972
60000,5,1,45329
60000,5,2,47114
60000,5,3,46442
60000,5,4,38042
60000,5,5,37230
60000,5,6,30327
60000,5,7,29293
60000,5,8,37068
60000,5,9,28380
60000,5,10,33951
60000,5,11,44707
60000,5,12,35839
60000,5,13,36913
60000,5,14,28935
60000,5,15,47211
60000,5,16,32731
60000,5,17,46575
60000,5,18,49069
60000,6,1,45000
60000,6,2,32416
60000,6,3,34008
60000,6,4,27760
60000,6,5,42481
60000,6,6,32849
60000,6,7,37451
60000,6,8,34180
60000,6,9,34379
60000,6,10,38324
60000,6,11,38815
60000,6,12,28241
60000,6,13,30370
60000,6,14,36709
60000,6,15,35839
60000,6,16,28919
60000,6,17,29035
60000,6,18,34860
