spout,split,count,buffer-size,heap,latency
2,6,12,1.05E+06,2048,129.03
2,6,12,5.24E+06,512,131.99
2,6,12,5.24E+06,1024,123.24
2,6,12,5.24E+06,2048,131.58
2,6,12,1.05E+07,512,129.74
2,6,12,1.05E+07,1024,126.39
2,6,12,1.05E+07,2048,131.67
2,6,12,1.05E+08,512,125.43
2,6,12,1.05E+08,1024,126.32
2,6,12,1.05E+08,2048,127.42
3,1,1,2.62E+05,512,405.5
3,1,1,2.62E+05,1024,379.24
3,1,1,2.62E+05,2048,377.63
3,1,1,1.05E+06,512,383.13
3,1,1,1.05E+06,1024,379.21
3,1,1,1.05E+06,2048,390.46
3,1,1,5.24E+06,512,376.89
3,1,1,5.24E+06,1024,382.13
3,1,1,5.24E+06,2048,387.38
3,1,1,1.05E+07,512,387.25
3,1,1,1.05E+07,1024,378.11
3,1,1,1.05E+07,2048,384.8
3,1,1,1.05E+08,512,379.33
3,1,1,1.05E+08,1024,375.15
3,1,1,1.05E+08,2048,401.67
3,1,2,2.62E+05,512,272.23
3,1,2,2.62E+05,1024,266.53
3,1,2,2.62E+05,2048,276.85
3,1,2,1.05E+06,512,278.14
3,1,2,1.05E+06,1024,275.85
3,1,2,1.05E+06,2048,267.57
3,1,2,5.24E+06,512,259.13
3,1,2,5.24E+06,1024,273.88
3,1,2,5.24E+06,2048,264.59
3,1,2,1.05E+07,512,274.27
3,1,2,1.05E+07,1024,274.71
3,1,2,1.05E+07,2048,263.6
3,1,2,1.05E+08,512,268.87
3,1,2,1.05E+08,1024,268.59
3,1,2,1.05E+08,2048,269.9
3,1,3,2.62E+05,512,252.08
3,1,3,2.62E+05,1024,259.29
3,1,3,2.62E+05,2048,258.27
3,1,3,1.05E+06,512,258.05
3,1,3,1.05E+06,1024,258.78
3,1,3,1.05E+06,2048,263.26
3,1,3,5.24E+06,512,255.92
3,1,3,5.24E+06,1024,256.13
3,1,3,5.24E+06,2048,252.04
3,1,3,1.05E+07,512,256.25
3,1,3,1.05E+07,1024,259.26
3,1,3,1.05E+07,2048,263.46
3,1,3,1.05E+08,512,255.57
3,1,3,1.05E+08,1024,259.01
3,1,3,1.05E+08,2048,255.07
3,1,6,2.62E+05,512,250.24
3,1,6,2.62E+05,1024,256.9
3,1,6,2.62E+05,2048,248.13
3,1,6,1.05E+06,512,252.57
3,1,6,1.05E+06,1024,246.51
3,1,6,1.05E+06,2048,253.76
3,1,6,5.24E+06,512,246.02
3,1,6,5.24E+06,1024,261.55
3,1,6,5.24E+06,2048,244.07
3,1,6,1.05E+07,512,259.74
3,1,6,1.05E+07,1024,250.2
3,1,6,1.05E+07,2048,253.7
3,1,6,1.05E+08,512,258.81
3,1,6,1.05E+08,1024,258.38
3,1,6,1.05E+08,2048,251.81
3,1,9,2.62E+05,512,242.85
3,1,9,2.62E+05,1024,244.75
3,1,9,2.62E+05,2048,243.51
3,1,9,1.05E+06,512,249.69
3,1,9,1.05E+06,1024,241.38
3,1,9,1.05E+06,2048,240.32
3,1,9,5.24E+06,512,249.7
3,1,9,5.24E+06,1024,243.1
3,1,9,5.24E+06,2048,233
3,1,9,1.05E+07,512,243.66
3,1,9,1.05E+07,1024,246.51
3,1,9,1.05E+07,2048,251.28
3,1,9,1.05E+08,512,253.39
3,1,9,1.05E+08,1024,240.34
3,1,9,1.05E+08,2048,252.08
3,1,12,2.62E+05,512,236.69
3,1,12,2.62E+05,1024,248.54
3,1,12,2.62E+05,2048,241.56
3,1,12,1.05E+06,512,240.7
3,1,12,1.05E+06,1024,244.31
3,1,12,1.05E+06,2048,237.56
3,1,12,5.24E+06,512,239.16
3,1,12,5.24E+06,1024,239.62
3,1,12,5.24E+06,2048,244.52
3,1,12,1.05E+07,512,241.7
3,1,12,1.05E+07,1024,242.18
3,1,12,1.05E+07,2048,241.75
3,1,12,1.05E+08,512,240.55
3,1,12,1.05E+08,1024,246.82
3,1,12,1.05E+08,2048,246.94
3,2,1,2.62E+05,512,364.65
3,2,1,2.62E+05,1024,361.58
3,2,1,2.62E+05,2048,372.85
3,2,1,1.05E+06,512,378.11
3,2,1,1.05E+06,1024,378.6
3,2,1,1.05E+06,2048,371.39
3,2,1,5.24E+06,512,368.03
3,2,1,5.24E+06,1024,362.87
3,2,1,5.24E+06,2048,365.42
3,2,1,1.05E+07,512,370.08
3,2,1,1.05E+07,1024,372.01
3,2,1,1.05E+07,2048,366.26
3,2,1,1.05E+08,512,357.55
3,2,1,1.05E+08,1024,380.27
3,2,1,1.05E+08,2048,372.51
3,2,2,2.62E+05,512,273.97
3,2,2,2.62E+05,1024,273.84
3,2,2,2.62E+05,2048,262.7
3,2,2,1.05E+06,512,257.83
3,2,2,1.05E+06,1024,270.13
3,2,2,1.05E+06,2048,272.01
3,2,2,5.24E+06,512,264.86
3,2,2,5.24E+06,1024,265.34
3,2,2,5.24E+06,2048,263.15
3,2,2,1.05E+07,512,259.61
3,2,2,1.05E+07,1024,278.64
3,2,2,1.05E+07,2048,267.59
3,2,2,1.05E+08,512,272.31
3,2,2,1.05E+08,1024,270.58
3,2,2,1.05E+08,2048,261.59
3,2,3,2.62E+05,512,239.77
3,2,3,2.62E+05,1024,242.22
3,2,3,2.62E+05,2048,245.43
3,2,3,1.05E+06,512,244.86
3,2,3,1.05E+06,1024,246
3,2,3,1.05E+06,2048,244.31
3,2,3,5.24E+06,512,251.47
3,2,3,5.24E+06,1024,245.09
3,2,3,5.24E+06,2048,247.84
3,2,3,1.05E+07,512,237.2
3,2,3,1.05E+07,1024,238.06
3,2,3,1.05E+07,2048,243.2
3,2,3,1.05E+08,512,249.93
3,2,3,1.05E+08,1024,252.44
3,2,3,1.05E+08,2048,246.59
3,2,6,2.62E+05,512,207.63
3,2,6,2.62E+05,1024,214.76
3,2,6,2.62E+05,2048,217.41
3,2,6,1.05E+06,512,208.05
3,2,6,1.05E+06,1024,215.67
3,2,6,1.05E+06,2048,223.61
3,2,6,5.24E+06,512,217.99
3,2,6,5.24E+06,1024,206.36
3,2,6,5.24E+06,2048,214.7
3,2,6,1.05E+07,512,214.56
3,2,6,1.05E+07,1024,211.17
3,2,6,1.05E+07,2048,216.59
3,2,6,1.05E+08,512,213.61
3,2,6,1.05E+08,1024,221.51
3,2,6,1.05E+08,2048,212.71
3,2,9,2.62E+05,512,198.2
3,2,9,2.62E+05,1024,196.52
3,2,9,2.62E+05,2048,194.92
3,2,9,1.05E+06,512,212.77
3,2,9,1.05E+06,1024,198.13
3,2,9,1.05E+06,2048,202.01
3,2,9,5.24E+06,512,202.62
3,2,9,5.24E+06,1024,199.73
3,2,9,5.24E+06,2048,205.93
3,2,9,1.05E+07,512,203.83
3,2,9,1.05E+07,1024,201.11
3,2,9,1.05E+07,2048,202.33
3,2,9,1.05E+08,512,202.97
3,2,9,1.05E+08,1024,203.06
3,2,9,1.05E+08,2048,203.55
3,2,12,2.62E+05,512,191.65
3,2,12,2.62E+05,1024,201.6
3,2,12,2.62E+05,2048,199.53
3,2,12,1.05E+06,512,189.54
3,2,12,1.05E+06,1024,199.96
3,2,12,1.05E+06,2048,189.15
3,2,12,5.24E+06,512,200.74
3,2,12,5.24E+06,1024,191.91
3,2,12,5.24E+06,2048,194.22
3,2,12,1.05E+07,512,184.06
3,2,12,1.05E+07,1024,192.67
3,2,12,1.05E+07,2048,193.97
3,2,12,1.05E+08,512,193.19
3,2,12,1.05E+08,1024,185.04
3,2,12,1.05E+08,2048,203.01
3,3,1,2.62E+05,512,387.03
3,3,1,2.62E+05,1024,374.92
3,3,1,2.62E+05,2048,352.64
3,3,1,1.05E+06,512,373.63
3,3,1,1.05E+06,1024,367.32
3,3,1,1.05E+06,2048,373.86
3,3,1,5.24E+06,512,372.9
3,3,1,5.24E+06,1024,371.67
3,3,1,5.24E+06,2048,373.12
3,3,1,1.05E+07,512,380.96
3,3,1,1.05E+07,1024,360.55
3,3,1,1.05E+07,2048,360.37
3,3,1,1.05E+08,512,380.16
3,3,1,1.05E+08,1024,382.76
3,3,1,1.05E+08,2048,377.23
3,3,2,2.62E+05,512,267.8
3,3,2,2.62E+05,1024,260.53
3,3,2,2.62E+05,2048,263.87
3,3,2,1.05E+06,512,247.79
3,3,2,1.05E+06,1024,271.83
3,3,2,1.05E+06,2048,267.34
3,3,2,5.24E+06,512,270.36
3,3,2,5.24E+06,1024,275.88
3,3,2,5.24E+06,2048,263.58
3,3,2,1.05E+07,512,260.77
3,3,2,1.05E+07,1024,263.14
3,3,2,1.05E+07,2048,256.52
3,3,2,1.05E+08,512,259.03
3,3,2,1.05E+08,1024,266.13
3,3,2,1.05E+08,2048,257.28
3,3,3,2.62E+05,512,227.76
3,3,3,2.62E+05,1024,221.61
3,3,3,2.62E+05,2048,224.17
3,3,3,1.05E+06,512,217.05
3,3,3,1.05E+06,1024,223.86
3,3,3,1.05E+06,2048,221.59
3,3,3,5.24E+06,512,218.52
3,3,3,5.24E+06,1024,228.15
3,3,3,5.24E+06,2048,221.35
3,3,3,1.05E+07,512,231.07
3,3,3,1.05E+07,1024,223.3
3,3,3,1.05E+07,2048,217.51
3,3,3,1.05E+08,512,222.08
3,3,3,1.05E+08,1024,222.1
3,3,3,1.05E+08,2048,220.31
3,3,6,2.62E+05,512,193.07
3,3,6,2.62E+05,1024,203.43
3,3,6,2.62E+05,2048,196.93
3,3,6,1.05E+06,512,203.13
3,3,6,1.05E+06,1024,195.33
3,3,6,1.05E+06,2048,205.09
3,3,6,5.24E+06,512,200.34
3,3,6,5.24E+06,1024,203.88
3,3,6,5.24E+06,2048,198.63
3,3,6,1.05E+07,512,202.15
3,3,6,1.05E+07,1024,196.48
3,3,6,1.05E+07,2048,200.21
3,3,6,1.05E+08,512,190.5
3,3,6,1.05E+08,1024,200.77
3,3,6,1.05E+08,2048,203.6
3,3,9,2.62E+05,512,191.61
3,3,9,2.62E+05,1024,182.47
3,3,9,2.62E+05,2048,180.64
3,3,9,1.05E+06,512,181.25
3,3,9,1.05E+06,1024,176.54
3,3,9,1.05E+06,2048,188.56
3,3,9,5.24E+06,512,181.01
3,3,9,5.24E+06,1024,191.05
3,3,9,5.24E+06,2048,184.46
3,3,9,1.05E+07,512,190.43
3,3,9,1.05E+07,1024,178.04
3,3,9,1.05E+07,2048,183.64
3,3,9,1.05E+08,512,189.3
3,3,9,1.05E+08,1024,180.52
3,3,9,1.05E+08,2048,184.63
3,3,12,2.62E+05,512,176.97
3,3,12,2.62E+05,1024,167.46
3,3,12,2.62E+05,2048,172.6
3,3,12,1.05E+06,512,172.78
3,3,12,1.05E+06,1024,167.39
3,3,12,1.05E+06,2048,166.98
3,3,12,5.24E+06,512,169.88
3,3,12,5.24E+06,1024,173.96
3,3,12,5.24E+06,2048,172.88
3,3,12,1.05E+07,512,176.14
3,3,12,1.05E+07,1024,176.25
3,3,12,1.05E+07,2048,173.45
3,3,12,1.05E+08,512,173.48
3,3,12,1.05E+08,1024,175.91
3,3,12,1.05E+08,2048,169.91
3,6,1,2.62E+05,512,371.71
3,6,1,2.62E+05,1024,361.94
3,6,1,2.62E+05,2048,350.41
3,6,1,1.05E+06,512,359.63
3,6,1,1.05E+06,1024,366.08
3,6,1,1.05E+06,2048,365.13
3,6,1,5.24E+06,512,363.97
3,6,1,5.24E+06,1024,360.16
3,6,1,5.24E+06,2048,356.03
3,6,1,1.05E+07,512,354.29
3,6,1,1.05E+07,1024,363.01
3,6,1,1.05E+07,2048,365.67
3,6,1,1.05E+08,512,352.61
3,6,1,1.05E+08,1024,361.36
3,6,1,1.05E+08,2048,362.15
3,6,2,2.62E+05,512,257.8
3,6,2,2.62E+05,1024,247
3,6,2,2.62E+05,2048,264.09
3,6,2,1.05E+06,512,253.86
3,6,2,1.05E+06,1024,255.23
3,6,2,1.05E+06,2048,260.59
3,6,2,5.24E+06,512,254.04
3,6,2,5.24E+06,1024,249.68
3,6,2,5.24E+06,2048,255.85
3,6,2,1.05E+07,512,260.33
3,6,2,1.05E+07,1024,257.98
3,6,2,1.05E+07,2048,253.06
3,6,2,1.05E+08,512,255.51
3,6,2,1.05E+08,1024,263.65
3,6,2,1.05E+08,2048,248.1
3,6,3,2.62E+05,512,219.15
3,6,3,2.62E+05,1024,214.85
3,6,3,2.62E+05,2048,219.69
3,6,3,1.05E+06,512,213.32
3,6,3,1.05E+06,1024,226.09
3,6,3,1.05E+06,2048,223.01
3,6,3,5.24E+06,512,218.18
3,6,3,5.24E+06,1024,215.56
3,6,3,5.24E+06,2048,222.3
3,6,3,1.05E+07,512,218.1
3,6,3,1.05E+07,1024,212.09
3,6,3,1.05E+07,2048,211.81
3,6,3,1.05E+08,512,210.6
3,6,3,1.05E+08,1024,215.98
3,6,3,1.05E+08,2048,216.76
3,6,6,2.62E+05,512,203.68
3,6,6,2.62E+05,1024,203.43
3,6,6,2.62E+05,2048,204.87
3,6,6,1.05E+06,512,193.73
3,6,6,1.05E+06,1024,196.24
3,6,6,1.05E+06,2048,194.8
3,6,6,5.24E+06,512,195.39
3,6,6,5.24E+06,1024,190.26
3,6,6,5.24E+06,2048,202.91
3,6,6,1.05E+07,512,197.87
3,6,6,1.05E+07,1024,191.57
3,6,6,1.05E+07,2048,199.05
3,6,6,1.05E+08,512,191.95
3,6,6,1.05E+08,1024,196.87
3,6,6,1.05E+08,2048,199.75
3,6,9,2.62E+05,512,186.42
3,6,9,2.62E+05,1024,186.35
3,6,9,2.62E+05,2048,177.82
3,6,9,1.05E+06,512,177.23
3,6,9,1.05E+06,1024,177.35
3,6,9,1.05E+06,2048,178.92
3,6,9,5.24E+06,512,175.96
3,6,9,5.24E+06,1024,184.68
3,6,9,5.24E+06,2048,172.99
3,6,9,1.05E+07,512,177.14
3,6,9,1.05E+07,1024,172.49
3,6,9,1.05E+07,2048,183.04
3,6,9,1.05E+08,512,184.92
3,6,9,1.05E+08,1024,177.94
3,6,9,1.05E+08,2048,179.91
3,6,12,2.62E+05,512,169.76
3,6,12,2.62E+05,1024,173.96
3,6,12,2.62E+05,2048,176.25
3,6,12,1.05E+06,512,168.9
3,6,12,1.05E+06,1024,165.25
3,6,12,1.05E+06,2048,171.8
3,6,12,5.24E+06,512,166.37
3,6,12,5.24E+06,1024,163.22
3,6,12,5.24E+06,2048,162.55
3,6,12,1.05E+07,512,178.6
3,6,12,1.05E+07,1024,159.53
3,6,12,1.05E+07,2048,163.12
3,6,12,1.05E+08,512,170.51
3,6,12,1.05E+08,1024,167.87
3,6,12,1.05E+08,2048,178.9
